Mapeo Clase-Activo|
Cód. Activo|Clase
000001-01|
063546|00003900
063551|00003900
063552|00003900
063553|00003900
063554|00003900
063556|00003900
063561|00003900
063565|00003900
063567|00003900
063569|00003900
063572|00003901
063573|00003900
063574|00003900
063578|00003900
063579|00003900
063582|00003900
063588|00003900
063592|00003900
063594|00003900
063595|00003900
063603|00003900
063604|00003900
063605|00003900
063608|00003300
063609|00003900
063613|00003900
063614|00003900
063616|00003900
063617|00003900
063622|00003900
063623|00003900
063627|00003900
063629|00003900
063631|00003900
063633|00003900
063634|00003900
063635|00003900
063636|00003900
063637|00003900
063638|00003900
063639|00003900
063641|00003900
063642|00003900
063644|00003900
063645|00003900
063648|00003900
063649|00003900
063650|00003900
063652|00003900
063653|00003900
063654|00003900
063656|00003900
063658|00003900
063659|00003900
063661|00003900
063663|00003900
063666|00003900
063668|00003900
063673|00003900
063680|00003900
063682|00003900
063683|00003900
063684|00003900
063686|00003900
063687|00003900
063688|00003900
063689|00003900
063690|00003900
063691|00003900
063692|00003900
063693|00003900
063695|00003900
063698|00003900
063699|00003900
063711|00003900
063712|00003900
063719|00003900
063720|00003900
063723|00003900
063729|00003900
063732|00003900
063742|00003900
063747|00003900
063754|00003900
063757|00003900
063758|00003900
063759|00003900
063764|00003900
063765|00003900
063766|00003900
063767|00003900
063768|00003900
063769|00003900
063770|00003900
063772|00003900
063773|00003900
063778|00003900
063782|00003900
063786|00003900
063787|00003900
063789|00003900
063790|00003900
063791|00003900
063792|00003900
063797|00003900
063798|00003900
063799|00003900
063800|00003900
063801|00003900
063803|00003900
063806|00003900
063807|00003900
063808|00003900
063809|00003900
063810|00003900
063811|00003900
063812|00003900
063813|00003900
063814|00003900
063815|00003900
063816|00003900
063817|00003900
063818|00003900
063826|00003900
063829|00003900
063832|00003900
063834|00003900
063838|00003900
063843|00003900
063845|00003900
063846|00003900
063847|00003900
063849|00003900
063850|00003900
063851|00003900
063852|00003900
063853|00003900
063854|00003900
063855|00003900
063856|00003900
063857|00003900
063858|00003900
063869|00003900
063870|00003900
063874|00003900
063876|00003900
063879|00003900
063880|00003900
063882|00003900
063883|00003900
063884|00003900
063894|00003900
063895|00003900
063902|00003900
063904|00003900
063906|00003900
063910|00003900
063911|00003900
063913|00003900
063914|00003900
063916|00003900
063917|00003900
063918|00003900
063935|00003900
063936|00003900
063939|00003900
063940|00003900
063941|00003900
063942|00003900
063948|00003900
063953|00003900
063955|00003900
063957|00003900
063960|00003900
063961|00003900
063963|00003900
063964|00003900
063965|00003900
063966|00003900
063967|00003900
063970|00003900
063971|00003900
063972|00003900
063975|00003900
063978|00003900
063979|00003900
063982|00003900
063983|00003900
063985|00003900
063986|00003900
063987|00003900
063988|00003900
063989|00003900
063991|00003900
063994|00003900
064007|00003900
064008|00003900
064011|00003900
064013|00003900
064014|00003900
064015|00003900
064020|00003900
064022|00003900
064023|00003900
064027|00003900
064030|00003900
064033|00003900
064034|00003900
064035|00003900
064036|00003900
064037|00003900
064038|00003900
064042|00003900
064043|00003900
064044|00003900
064047|00003900
064049|00003900
064052|00003900
064053|00003900
064054|00003300
064057|00003900
064059|00003900
064065|00003900
064066|00003900
064067|00003900
064068|00003900
064082|00003900
064086|00003900
064087|00003900
064088|00003900
064089|00003900
064091|00003900
064093|00003900
064094|00003900
064100|00003900
064105|00003300
064107|00003300
064112|00003300
064113|00003300
064115|00003300
064116|00003900
064117|00003900
064123|00003900
064124|00003900
064125|00003900
064128|00003900
064131|00003900
064133|00003900
064134|00003900
064135|00003900
064136|00003900
064137|00003900
064145|00003900
064146|00003300
064151|00003900
064155|00003900
064161|00003900
064162|00003900
064163|00003900
064164|00003900
064165|00003900
064167|00003300
064170|00003900
064171|00003900
064172|00003900
064176|00003900
064178|00003900
064181|00003900
064184|00003300
064185|00003900
064186|00003900
064187|00003900
064189|00003300
064191|00003900
064196|00003900
064202|00003900
064203|00003900
064205|00003900
064206|00003900
064208|00003900
064212|00003900
064213|00003900
064216|00003900
064217|00003300
064218|00003900
064220|00003900
064222|00003900
064223|00003900
064230|00003900
064231|00003900
064232|00003900
064235|00003900
064238|00003900
064239|00003900
064240|00003900
064245|00003900
064246|00003900
064247|00003900
064251|00003900
064252|00003900
064253|00003900
064255|00003900
064256|00003900
064259|00003900
064261|00003900
064262|00003900
064263|00003900
064264|00003900
064265|00003900
064266|00003900
064268|00003900
064269|00003900
064270|00003900
064271|00003900
064272|00003900
064273|00003901
064274|00003300
064275|00003300
064276|00003300
064280|00003900
064281|00003900
064283|00003900
064286|00003900
064288|00003900
064290|00003900
064291|00003900
064294|00003900
064295|00003900
064296|00003900
064307|00003900
064312|00003900
064313|00003900
064320|00003900
064322|00003900
064323|00003900
064324|00003900
064326|00003900
064330|00003900
064331|00003900
064332|00003900
064333|00003900
064334|00003900
064335|00003900
064336|00003900
064337|00003900
064338|00003900
064339|00003900
064343|00003900
064344|00003900
064345|00003900
064348|00003900
064355|00003900
064356|00003300
064357|00003900
064358|00003900
064359|00003900
064362|00003900
064363|00003900
064364|00003900
064365|00003900
064368|00003900
064371|00003900
064375|00003900
064378|00003900
064379|00003900
064382|00003900
064383|00003900
064385|00003900
064386|00003900
064387|00003900
064388|00003900
064389|00003900
064391|00003900
064396|00003900
064399|00003900
064400|00003900
064401|00003900
064402|00003900
064403|00003900
064404|00003900
064406|00003900
064407|00003900
064408|00003900
064411|00003900
064412|00003900
064417|00003900
064418|00003900
064419|00003900
064422|00003900
064424|00003900
064426|00003900
064427|00003900
064428|00003900
064429|00003900
064431|00003900
064432|00003900
064433|00003900
064436|00003900
064437|00003900
064438|00003900
064442|00003900
064443|00003900
064444|00003900
064445|00003900
064447|00003900
064448|00003900
064449|00003900
064451|00003900
064452|00003900
064453|00003900
064454|00003900
064455|00003300
064458|00003300
064459|00003300
064460|00003300
064461|00003300
064467|00003900
064468|00003900
064472|00003900
064473|00003900
064476|00003900
064480|00003900
064482|00003900
064488|00003900
064489|00003900
064490|00003300
064491|00003900
064492|00003900
064493|00003900
064500|00003900
064502|00003900
064504|00003900
064505|00003900
064508|00003900
064511|00003900
064512|00003900
064513|00003900
064516|00003900
064519|00003900
064526|00003900
064527|00003900
064529|00003900
064530|00003900
064531|00003900
064532|00003900
064533|00003900
064535|00003900
064536|00003900
064537|00003900
064539|00003900
064540|00003900
064541|00003900
064542|00003900
064544|00003300
064545|00003900
064546|00003900
064547|00003900
064549|00003900
064550|00003900
064551|00003900
064554|00003900
064555|00003900
064556|00003900
064557|00003900
064558|00003900
064559|00003900
064560|00003900
064564|00003900
064565|00003900
064566|00003900
064567|00003900
064568|00003900
064569|00003900
064570|00003900
064572|00003900
064579|00003900
064580|00003900
064583|00003900
064584|00003900
064588|00003900
064589|00003900
064596|00003900
064597|00003900
064598|00003900
064599|00003900
064602|00003900
064605|00003900
064606|00003900
064609|00003900
064613|00003900
064615|00003900
064620|00003900
064621|00003900
064622|00004100
064623|00004100
064624|00004100
064625|00004100
064632|00003900
064638|00003900
064640|00003900
064641|00003900
064642|00003900
064644|00003900
064645|00003900
064651|00003900
064652|00003900
064653|00003900
064654|00003900
064655|00003900
064657|00003900
064658|00003900
064659|00003900
064663|00003900
064664|00003900
064666|00003900
064668|00003900
064669|00003900
064670|00003900
064673|00003900
064674|00003900
064676|00003900
064677|00003900
064678|00003900
064684|00003900
064685|00003900
064693|00003900
064694|00003900
064695|00003900
064696|00003900
064698|00003900
064700|00003900
064704|00003900
064705|00003900
064708|00003900
064709|00003900
064710|00003900
064711|00003900
064712|00003900
064713|00003900
064716|00003900
064719|00003900
064722|00003900
064725|00003900
064726|00003900
064732|00003900
064733|00003900
064734|00003900
064738|00003900
064739|00003300
064740|00003300
064741|00003900
064745|00003901
064746|00003900
064747|00003900
064748|00003900
064749|00003900
064750|00003900
064751|00003900
064752|00003900
064754|00003900
064755|00003900
064760|00003900
064761|00003900
064763|00003900
064765|00003900
064766|00003900
064767|00003900
064771|00003900
064775|00003900
064776|00003900
064777|00003900
064778|00003900
064780|00003900
064781|00003900
064782|00003900
064789|00003900
064790|00003900
064791|00003900
064796|00003900
064797|00003900
064798|00003300
064799|00003300
064802|00003900
064803|00003900
064806|00003900
064807|00003900
064808|00003901
064811|00003900
064814|00003900
064815|00003900
064816|00003900
064817|00003900
064818|00003900
064819|00003900
064820|00003900
064823|00003900
064826|00003900
064827|00003900
064828|00003900
064831|00003900
064835|00003900
064837|00003900
064838|00003900
064841|00003900
064842|00003900
064843|00003900
064844|00003900
064845|00003900
064847|00003900
064854|00003900
064856|00003900
064859|00003900
064860|00003900
064867|00003900
064869|00003900
064871|00003900
064872|00003900
064874|00003900
064875|00003900
064879|00003900
064880|00003900
064886|00003900
064887|00003900
064888|00003900
064890|00003900
064892|00003900
064893|00003900
064894|00003900
064896|00003900
064899|00003900
064904|00003900
064906|00003900
064912|00003900
064913|00003900
064915|00003900
064916|00003900
064917|00003900
064919|00003900
064924|00003900
064926|00003900
064928|00003900
064929|00003900
064935|00003900
064940|00003900
064941|00003900
064942|00003900
064945|00003900
064947|00003900
064948|00003900
064951|00003900
064952|00003900
064953|00003900
064954|00003900
064955|00003900
064957|00003900
064965|00003900
064967|00003900
064977|00003900
064983|00003900
064984|00003900
064985|00003900
064986|00003900
064987|00003900
064988|00003900
064991|00003900
064992|00003900
064994|00003300
064995|00003900
064997|00003900
064999|00003900
065000|00003900
065001|00003900
065002|00003900
065006|00004100
065007|00004100
065008|00003900
065009|00003900
065010|00003900
065011|00003900
065012|00003900
065013|00003900
065015|00003900
065020|00003900
065021|00003900
065023|00003900
065025|00003900
065026|00003900
065027|00003900
065028|00003900
065029|00003900
065032|00003900
065034|00003900
065035|00003900
065036|00003900
065037|00003900
065038|00003900
065041|00003900
065043|00003900
065045|00003901
065046|00003900
065047|00003900
065049|00003900
065050|00003900
065053|00003900
065057|00003901
065058|00003900
065060|00003900
065062|00003900
065063|00003900
065065|00003900
065066|00003900
065067|00003900
065068|00003900
065070|00003900
065071|00003900
065072|00003900
065073|00003900
065074|00003900
065075|00003900
065076|00003900
065077|00003900
065082|00003900
065084|00003900
065086|00003900
065087|00003900
065088|00003900
065089|00003900
065090|00003900
065092|00003900
065093|00003900
065096|00003900
065099|00003900
065101|00003300
065102|00003300
065103|00003300
065104|00003900
065105|00003900
065107|00003900
065109|00003900
065112|00003900
065113|00003900
065114|00003900
065116|00003900
065118|00003900
065120|00003900
065123|00003900
065125|00003900
065127|00003900
065128|00003900
065129|00003900
065130|00003900
065131|00003900
065137|00003900
065139|00003900
065142|00003901
065143|00003900
065155|00003900
065156|00003900
065161|00003900
065162|00003300
065163|00003900
065164|00003900
065165|00004100
065166|00003900
065167|00003900
065168|00003901
065169|00003900
065177|00003900
065178|00003900
065180|00003900
065181|00003900
065182|00003900
065183|00003900
065185|00003900
065187|00003900
065188|00003900
065189|00003900
065190|00003900
065191|00003900
065193|00003900
065202|00003900
065207|00003900
065208|00003900
065209|00003900
065212|00003900
065213|00003900
065214|00003900
065217|00003900
065218|00003900
065219|00003900
065220|00003900
065226|00003900
065227|00003901
065230|00003900
065231|00003900
065234|00003901
065235|00003900
065236|00003900
065237|00003900
065238|00003900
065240|00003900
065241|00003900
065246|00003900
065248|00003900
065249|00003900
065250|00003900
065254|00003900
065255|00003900
065256|00003900
065259|00003900
065261|00003900
065262|00003900
065268|00003900
065273|00003900
065274|00003900
065275|00003900
065276|00003900
065277|00003900
065278|00003900
065279|00003900
065281|00003900
065282|00003900
065283|00003900
065285|00003900
065286|00003900
065287|00003900
065288|00003901
065289|00003900
065290|00003900
065291|00003900
065292|00003900
065294|00003900
065295|00003900
065296|00003900
065299|00003900
065300|00003901
065301|00003900
065302|00003900
065305|00003900
